Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
16CP062174,P004943704,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-125  Duty to secure and maintain vacant building.,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004943705,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRAIRIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004943705,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987692,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRAIRIE ,13-12-125  Duty to secure and maintain vacant building.,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987692,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-125  Duty to secure and maintain vacant building.,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987693,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRAIRIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987693,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987694,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRAIRIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987694,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987695,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRAIRIE ,13-12-125  Duty to secure and maintain vacant building.,"BANK NEW YORK MELLON, ",City non-suit
16CP062174,P004987695,7/1/2016,POLICE,8/5/2016 11:00,7017 S PRARIE ,13-12-125  Duty to secure and maintain vacant building.,"BANK NEW YORK MELLON, ",City non-suit
16CP062177,P005061402,7/1/2016,POLICE,8/5/2016 9:00,3814 W 84TH ,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK, ",City non-suit
16CP062177,P005061403,7/1/2016,POLICE,8/5/2016 9:00,3814 W 84TH ,13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit
16CP062177,P005061404,7/1/2016,POLICE,8/5/2016 9:00,3814 W 84TH ,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK, ",City non-suit
16CP062177,P005061405,7/1/2016,POLICE,8/5/2016 9:00,3814 W 84TH ,13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit
16CP052450,P005026488,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit
16CP052450,P005026489,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-140  Watchman required,"US BANK NA, ",City non-suit
16CP052450,P005026490,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit
16CP052450,P005026491,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-140  Watchman required,"US BANK NA, ",City non-suit
16CP052450,P005026492,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit
16CP052450,P005026493,6/28/2016,POLICE,7/1/2016 9:00,5746 S THROOP ,13-12-140  Watchman required,"US BANK NA, ",City non-suit
16CP066495,P004695524,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP066495,P004695525,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP066495,P004695526,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP066495,P004695527,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP066495,P004695528,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP066495,P004695529,6/28/2016,POLICE,8/5/2016 1:00,1630 S SPRINGFIELD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP058767,P005026044,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP058767,P005026045,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP058767,P005026046,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP058767,P005026047,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP058767,P005026048,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP058767,P005026049,6/24/2016,POLICE,8/5/2016 9:00,6045 S LAFLIN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP062528,P004826119,6/24/2016,POLICE,8/5/2016 1:00,3745 W WILSON ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062528,P004826120,6/24/2016,POLICE,8/5/2016 1:00,3745 W WILSON ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062528,P004826121,6/24/2016,POLICE,8/5/2016 1:00,3745 W WILSON ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062528,P004826122,6/24/2016,POLICE,8/5/2016 1:00,3745 W WILSON ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP066494,P004695518,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP066494,P004695519,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP066494,P004695520,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP066494,P004695521,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP066494,P004695522,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP066494,P004695523,6/24/2016,POLICE,8/5/2016 1:00,4202 W 25TH ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP058762,P005026746,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP058762,P005026747,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP058762,P005026748,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP058762,P005026749,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP058762,P005026750,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP058762,P005026751,6/22/2016,POLICE,8/5/2016 9:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP065294,P005010041,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010041,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010042,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010042,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010043,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010043,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010044,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010044,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010045,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010045,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010046,6/22/2016,POLICE,8/5/2016 11:00,8716 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP065294,P005010046,6/22/2016,POLICE,8/5/2016 11:00,8718 S MACKINAW ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit
16CP062205,P005025996,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062205,P005025997,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062205,P005025998,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062205,P005025999,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062205,P005026000,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062205,P005026001,6/20/2016,POLICE,8/5/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062503,P005026587,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP062503,P005026588,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP062503,P005026589,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP062503,P005026590,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP062503,P005026591,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP062503,P005026592,6/20/2016,POLICE,8/5/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP059143,P005025177,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
16CP059143,P005025178,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
16CP059143,P005025179,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
16CP059143,P005025180,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
16CP059143,P005025181,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
16CP059143,P005025182,6/18/2016,POLICE,8/5/2016 9:00,1107 W 61ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
16CP063282,P004989917,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit
16CP063282,P004989918,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
16CP063282,P004989919,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit
16CP063282,P004989920,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
16CP063282,P004989954,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit
16CP063282,P004989955,6/14/2016,POLICE,8/5/2016 9:00,827 W 50TH PL ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
16CP066493,P005074836,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074837,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074838,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074839,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074840,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074841,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074842,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074843,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP066493,P005074844,6/14/2016,POLICE,8/5/2016 1:00,7701 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP053726,P005026563,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053726,P005026564,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053726,P005026565,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053726,P005026566,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053726,P005026567,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053726,P005026568,6/13/2016,POLICE,8/5/2016 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP053731,P005026545,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026545,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026546,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026546,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026547,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026547,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026548,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026548,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026549,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026549,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026550,6/13/2016,POLICE,8/5/2016 9:00,6114 S BIHSOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP053731,P005026550,6/13/2016,POLICE,8/5/2016 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP062527,P004826115,6/12/2016,POLICE,8/5/2016 1:00,3937 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP062527,P004826116,6/12/2016,POLICE,8/5/2016 1:00,3937 N BERNARD ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP062527,P004826117,6/12/2016,POLICE,8/5/2016 1:00,3937 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP062527,P004826118,6/12/2016,POLICE,8/5/2016 1:00,3937 N BERNARD ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP062529,P004826111,6/11/2016,POLICE,8/5/2016 1:00,4556 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062529,P004826112,6/11/2016,POLICE,8/5/2016 1:00,4556 N BERNARD ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062529,P004826113,6/11/2016,POLICE,8/5/2016 1:00,4556 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP062529,P004826114,6/11/2016,POLICE,8/5/2016 1:00,4556 N BERNARD ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065281,P005074355,6/7/2016,POLICE,8/5/2016 1:00,4844 W RICE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP065281,P005074371,6/7/2016,POLICE,8/5/2016 1:00,4844 W RICE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP065281,P005074372,6/7/2016,POLICE,8/5/2016 1:00,4844 W RICE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP065281,P005074373,6/7/2016,POLICE,8/5/2016 1:00,4844 W RICE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP065893,P005081533,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065893,P005081534,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065893,P005081535,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065893,P005081536,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065893,P005081537,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP065893,P005081538,6/7/2016,POLICE,9/2/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP052433,P004550044,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP052433,P004550045,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052433,P004550046,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP052433,P004550047,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052433,P004550048,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP052433,P004550049,6/6/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP064938,P005074347,6/6/2016,POLICE,8/5/2016 1:00,4914 W MONROE ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up
16CP064938,P005074348,6/6/2016,POLICE,8/5/2016 1:00,4914 W MONROE ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up
16CP064938,P005074349,6/6/2016,POLICE,8/5/2016 1:00,4914 W MONROE ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up
16CP064938,P005074350,6/6/2016,POLICE,8/5/2016 1:00,4914 W MONROE ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up
16CP052432,P004550050,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052432,P004550051,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052432,P004550052,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052432,P004550053,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052432,P004550054,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052432,P004550055,6/5/2016,POLICE,8/5/2016 9:00,1849 W 45TH ST ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
16CP052426,P004989879,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
16CP052426,P004989880,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
16CP052426,P004989896,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
16CP052426,P004989897,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
16CP052426,P004989898,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
16CP052426,P004989899,6/3/2016,POLICE,8/5/2016 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
16CP062189,P004549408,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP062189,P004549409,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP062189,P004549410,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP062189,P004550041,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP062189,P004550042,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP062189,P004550043,6/2/2016,POLICE,8/5/2016 9:00,3342 W 38TH ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP051391,P004935645,6/1/2016,POLICE,7/1/2016 1:00,833 N CENTRAL PARK ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
16CP051391,P004935645,6/1/2016,POLICE,7/1/2016 1:00,833 N CENTRAL PK ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
16CP051391,P004935646,6/1/2016,POLICE,7/1/2016 1:00,833 N CENTRAL PARK ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
16CP051391,P004935646,6/1/2016,POLICE,7/1/2016 1:00,833 N CENTRAL PK ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
16CP051392,P004935641,6/1/2016,POLICE,7/1/2016 1:00,4441 W MONROE ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
