Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
17CP063477,P005229110,6/25/2017,POLICE,10/6/2017 9:00,2824 W 36TH ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP063477,P005229141,6/25/2017,POLICE,10/6/2017 9:00,2824 W 36TH ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP063477,P005229142,6/25/2017,POLICE,10/6/2017 9:00,2824 W 36TH ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP063477,P005229143,6/25/2017,POLICE,10/6/2017 9:00,2824 W 36TH ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP056542,P005249781,6/22/2017,POLICE,8/4/2017 9:00,2140 W 52 PL ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP056542,P005249782,6/22/2017,POLICE,8/4/2017 9:00,2140 W 52 PL ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP056542,P005249783,6/22/2017,POLICE,8/4/2017 9:00,2140 W 52 PL ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP056542,P005249784,6/22/2017,POLICE,8/4/2017 9:00,2140 W 52 PL ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP056542,P005249786,6/22/2017,POLICE,8/4/2017 9:00,2140 W 52 PL ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP052855,P005249769,6/20/2017,POLICE,8/4/2017 9:00,907 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP052855,P005249770,6/20/2017,POLICE,8/4/2017 9:00,907 W 50TH ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP052855,P005249771,6/20/2017,POLICE,8/4/2017 9:00,907 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP052855,P005249772,6/20/2017,POLICE,8/4/2017 9:00,907 W 50TH ,13-12-140  Watchman required,"US BANK, ",City non-suit
